,News,Label
153,Union says Amazon continues to interfere with election at Alabama warehouse,1
664,India armed forces head among 13 dead in helicopter crash,0
1140,Beyond Meat names Amazon veteran Phil Hardin as CFO,1
168,"India's daily COVID-19 cases rise by 22,775",0
896,"Amazon CEO Bezos, stung by wide criticism, endorses U.S. corporate tax hike",1
897,"EXCLUSIVE-Amazon CEO unveils 55,000 tech jobs in first hiring push under his watch",1
1417,Amazon unveils 3D 'Fire' phone,1
182,India allows domestic flights to fly at full capacity,0
1144,"US STOCKS-Glum Amazon earnings set to weigh on Nasdaq, S&P 500",1
94,UPDATE 1-German union calls for strikes at seven Amazon sites,1
214,PREVIEW-India seen boosting budget spending on infrastructure,0
699,Explainer-India's wheat exports surge as world prices soar,0
494,India central bank sees need for continued policy support -minutes,0
374,"Musk's Starlink registers India unit, targets rural districts",0
27,Tata appoints N Chandrasekaran as Air India chairman,0
517,German union calls for strikes at seven Amazon sites,1
988,WhatsApp says hires former Amazon exec Mahatme to lead India payments,1
916,UPDATE 4-Amazon's Staten Island warehouse workers file petition for union election,1
110,High prices could slow India's transition to gas,0
277,"Ferrari, Amazon's AWS enter agreement on data",1
1339,"Electric aircraft maker Beta raises $368 mln in funding backed by Fidelity, Amazon",1
614,The fight by Microsoft and Amazon for the Pentagon's cloud contract,1
902,India's daily COVID-19 cases near five-month low,0
1274,BRIEF-Amazon says launching Amazon Cash,1
124,Amazon investigating kickback allegation at India unit - source,0
63,India police to question Amazon executives in probe over marijuana smuggling,1
476,COLUMN-India looks to Russia to solve the energy crisis Moscow created: Russell,0
546,Flu vaccine demand takes off in India as pandemic raises awareness,0
927,Amazon asks India regulator to order withdrawal of Future-Reliance deal approval -letter,1
653,"India revamps incentives for autos to boost EVs, hydrogen fuel cells -sources",0
907,India says cloudy weather led to helicopter crash that killed defence chief,0
670,India likely to allow export of Sputnik Light COVID shot this month - sources,0
348,"India spooks Amazon by suspending 2019 Future Group deal, cites suppression of information",1
1480,Illegal miners infest Venezuela's Amazon,1
104,Exclusive-Indian agency seeks documents from Future on disputed Amazon deal,1
716,Brazil's Bolsonaro accused of crimes against humanity as Amazon felled,1
631,Modi hails India's 10 million COVID vaccine doses in a single day,0
1002,"Walmart's Flipkart, Amazon challenge India court order on antitrust probe",1
257,Oil and gas will keep meeting India's 'baseload' energy demand- oil minister,0
1203,Amazon Pharmacy offers half-yearly prescriptions starting at $6,1
1596,Amazon plans two-hour delivery in Berlin -Welt,1
266,FEATURE-Colombia's Amazon indigenous groups train youth to defend rainforest,1
522,India tells China border troop pullback needed for better ties,0
1466,"Amazon's prep for holiday sales rush, pandemic in focus",1
961,"UPDATE 2-Amazon, top Indian seller Cloudtail end relationship amid regulatory heat",1
934,CORRECTED-UPDATE 2-Amazon driver died in bathroom sheltering from tornado with colleagues,1
1185,CORRECTED-UPDATE 1-Amazon sees Prime Day sales boost amid supply chain snags,1
1195,Biden urges workers to 'make your voice heard' as Amazon employees vote on union,1
741,"Deforestation in Brazil's Amazon edges down, still high under Bolsonaro",1
881,Deforestation in Brazil's Amazon rainforest rises for fourth straight month,1
951,India's fuel demand eases in November after festival boost,0
222,"India's new COVID-19 cases rise by 45,083",0
1213,"Amazon Flex, Bolt and Ola criticised for failing to ensure minimum wage",1
880,"India reports 40,120 new COVID-19 cases in last 24 hours",0
1562,Amazon says studio executive Joe Lewis resigns,1
487,EU court scraps Amazon's $303 mln EU tax order,1
739,India's trade deficit widens to record $22.6 billion in September,0
48,Amazon denies report of accepting bitcoin as payment,1
1022,India 'prepares for the worst' ahead of possible COVID-19 third wave,0
955,India says government panel looking into new Delta subvariant,0
1454,Amazon.com goes for jugular in FCC spat with SpaceX's Musk,1
1360,FOCUS-How the pandemic helped Walmart battle Amazon Marketplace for sellers,1
677,Musk-backed Starlink to refund pre-orders in India after govt order,0
926,"Property, cash and Amazon: Why buyout firms are battling to buy UK’s Morrisons",1
1353,U.S. senators urge Biden to condition Brazil Amazon aid on results,1
1547,"Amazon's offers monthly option on Prime, challenging Netflix",1
19,"Japan investigating Amazon cloud disruptions to brokers, airline",1
314,India's monsoon to withdraw from Oct. 6 after Sept downpour,0
776,Law firms bid to work on India's LIC IPO as government sweetens terms,0
163,Amazon settles California claims it concealed COVID-19 cases from workers,1
378,UPDATE 1-India's Feb sunoil imports fall as war disrupts shipments,0
437,India extends lower tax rate on COVID-19 drugs to year end,0
300,UPDATE 2-Amazon hires Tesco veteran Tony Hoggett to run stores,1
615,"Amazon surges, eyes Wall Street record gain in value",1
899,India tells public to shun Musk-backed Starlink until it gets licence,0
799,"India could bar transactions in crypto, permit holding as assets - paper",0
905,India's GDP growth likely touched a record in April-June: Reuters poll,0
491,Fires in the Brazilian Amazon retreat in September,1
532,India house price rises to pick up pace in 2022: Reuters poll,0
364,"India reports 30,773 new COVID cases as it seeks to welcome back tourists",0
555,Angry Indian traders counter Amazon summit with own event,1
1357,Amazon workers at German warehouse to strike again,1
959,India's Dec merchandise exports rise 38.91% y/y - trade ministry,0
71,India indicates readiness to release more oil reserves,0
836,U.S. FTC recommended lawsuit against Amazon over privacy breaches at Ring - the Information,1
4,D.C. attorney general broadens Amazon lawsuit,1
948,India plans to seek carbon emissions data linked to each LNG cargo,0
805,India's richest state set to reopen schools as Omicron cases fall,0
796,Judge hands Amazon a setback in New York lawsuit over COVID-19 shortfalls,1
295,Jeep to launch two new SUVs in India to boost sales,0
83,"India reports 30,941 new COVID-19 cases",0
1023,India's Bharat Biotech studying if Covaxin shot will work on Omicron,0
1223,"UPDATE 1-Echoing Amazon: Walmart, Target try local package delivery",1
1289,UPDATE 3-Amazon to pay $61.7 mln to settle charges it stole driver tips,1
694,India's parliament passes bill to repeal controversial farm laws,0
625,UPDATE 2-Amazon's healthcare business has landed Hilton as a key customer,1
498,India's biggest car dealer Popular plans $100 mln listing - source,0
1625,Wal-Mart stops selling Amazon Kindles,1
1501,Amazon unveils music matching service rivaling Apple's,1
998,Google suing India antitrust watchdog for investigation report leak,0
434,Life Insurance Corp files draft papers for India's largest IPO,0
1509,EU watchdog targets Amazon's Luxembourg tax deals,1
199,Three arrested in India for online harassment of Muslim women,0
514,A look at the intimate details Amazon knows about us,1
613,India says it is concerned about China's new border law,0
657,India's top steelmakers seek federal funds to cut carbon emissions,0
428,G7 countries devise way to catch Amazon in tax net -sources,1
630,India set to clear Boeing 737 MAX to fly again soon -report,0
1502,BlackBerry and Amazon team up on vehicle data and software platform,1
1342,"Electric aircraft maker Beta raises $368 million in funding backed by Fidelity, Amazon",1
456,Exclusive: Amazon starts testing UK staff for coronavirus variants,1
1294,Amazon to let Whole Foods shoppers pay with a swipe of their palm,1
532,Amazon secures ULA's satellite launch vehicles for Project Kuiper,1
536,"Union files objections to Amazon election results, alleging layoffs were threatened",1
254,India summons South Korea envoy over Hyundai Pakistan tweet,0
1157,Dutch teen on space flight told Bezos he had never ordered from Amazon,1
1587,Fundraising site Kickstarter drops Amazon for payments,1
717,India says no report of its students being held hostage in Ukraine,0
1024,Merck drug less effective against moderate COVID - India regulatory source,0
326,"FACTBOX-India's 10 biggest ever IPOs, led by Paytm",0
444,India's microfinance sector hit as defaults surge in pandemic,0
238,Explosion at firecracker factory kills six women in India,0
1005,FACTBOX-How Amazon trained GameStop's new chiefs in e-commerce,1
1186,INSIGHT-Inside Amazon's shadow workforce in Mexico,1
235,"India reports 38,353 new COVID-19 infections",0
701,India resumes vaccine exports as domestic stocks build up - officials,0
924,"India's sugar exports accelerate on global price rally, weak rupee",0
1576,Amazon strengthens ties with French food retailer Casino,1
1621,Amazon Japan raided on suspicion of antitrust practices: Nikkei,1
130,UPDATE 1-Shareholders urge Amazon to boost tax transparency -FT,1
1270,U.S. labor board denies Amazon's request to halt Alabama union election,1
269,"India's daily COVID-19 cases rise by 41,383",0
646,RPT-EXPLAINER-India's wheat exports surge as world prices soar,0
932,RPT-Amazon asks India regulator to order withdrawal of Future-Reliance deal approval -letter,1
594,Cricket-Former India spinner Harbhajan calls time on career,0
1059,"US STOCKS-Apple, Amazon set to knock S&P 500, Nasdaq off record peak",1
129,"India reports 42,909 new COVID-19 infections",0
72,India to study sanctions impact on trade settlement with Russia,0
315,Strong earthquake of 6.1 magnitude strikes India-Myanmar border region,0
751,"India approves $3.5 billion incentive scheme for auto sector, drones",0
1201,EXCLUSIVE-Amazon extends moratorium on police use of facial recognition software,1
564,UPDATE 4-Amazon wins $303 mln court fight in blow to EU tax crusade,1
242,S.African court postpones ruling on objection to Amazon HQ on sacred land,1
591,Amazon union drive losing by wide margin with nearly half the votes counted,1
453,India expects to open LIC IPO issue by mid-March: sources,0
46,"Amazon drivers get $60 million in withheld tips back, FTC says",1
1040,UPDATE 4-Amazon warehouse workers overwhelmingly rejected a union. Now they may vote again,1
1173,US STOCKS-Wall Street falls with Amazon; S&P 500 posts sixth straight month of gains,1
317,"Vodafone, Amazon partner to launch 'edge computing' in UK",1
262,"India shares gain on energy, banking boost",0
316,India allows refined palm oil imports until Dec 2022,0
844,UPDATE 1-Qatar Energy says it is committed to being trusted supplier to India,0
425,UPDATE 2-Japan's Kishida and India's Modi discuss response to Ukraine crisis,0
1638,Amazon renews credit card deal with JPMorgan,1
873,Amazon to make TV streaming device in India,1
1012,India's hijab dispute reaches its most populous state,0
438,"Amazon eyes potential stake in Indian film, media businesses; Inox denies report",1
